0.96903,1.1398,1.1349,1.1503,1.0677
1.0007,1.1419,1.1408,1.1269,1.09
1.039,1.1394,1.1487,1.091,1.1189
1.0773,1.1354,1.1565,1.0464,1.1496
1.1088,1.1324,1.1617,0.99804,1.1745
1.1296,1.132,1.1609,0.95013,1.1872
1.1398,1.1349,1.1503,0.90537,1.1849
1.1419,1.1408,1.1269,0.86515,1.1692
1.1394,1.1487,1.091,0.82978,1.1439
1.1354,1.1565,1.0464,0.79878,1.1135
1.1324,1.1617,0.99804,0.77116,1.0815
1.132,1.1609,0.95013,0.7457,1.0508
1.1349,1.1503,0.90537,0.7213,1.0233
1.1408,1.1269,0.86515,0.69724,0.99975
1.1487,1.091,0.82978,0.67335,0.98012
1.1565,1.0464,0.79878,0.65006,0.96324
1.1617,0.99804,0.77116,0.62853,0.94697
1.1609,0.95013,0.7457,0.6107,0.9285
1.1503,0.90537,0.7213,0.59953,0.90502
1.1269,0.86515,0.69724,0.59887,0.87485
1.091,0.82978,0.67335,0.61264,0.83837
1.0464,0.79878,0.65006,0.64294,0.79805
0.99804,0.77116,0.62853,0.68837,0.75738
0.95013,0.7457,0.6107,0.74407,0.71979
0.90537,0.7213,0.59953,0.80402,0.68818
0.86515,0.69724,0.59887,0.8632,0.66496
0.82978,0.67335,0.61264,0.91842,0.65196
0.79878,0.65006,0.64294,0.96806,0.65022
0.77116,0.62853,0.68837,1.0115,0.65969
0.7457,0.6107,0.74407,1.0485,0.67912
0.7213,0.59953,0.80402,1.0791,0.70635
0.69724,0.59887,0.8632,1.1036,0.73898
0.67335,0.61264,0.91842,1.1221,0.77501
0.65006,0.64294,0.96806,1.1352,0.81322
0.62853,0.68837,1.0115,1.1437,0.8533
0.6107,0.74407,1.0485,1.1489,0.89551
0.59953,0.80402,1.0791,1.1528,0.93987
0.59887,0.8632,1.1036,1.1576,0.98514
0.61264,0.91842,1.1221,1.1662,1.0286
0.64294,0.96806,1.1352,1.1803,1.0674
0.68837,1.0115,1.1437,1.2001,1.0994
0.74407,1.0485,1.1489,1.2227,1.1243
0.80402,1.0791,1.1528,1.2421,1.143
0.8632,1.1036,1.1576,1.2513,1.1573
0.91842,1.1221,1.1662,1.2454,1.1692
0.96806,1.1352,1.1803,1.2239,1.1809
1.0115,1.1437,1.2001,1.1893,1.1938
1.0485,1.1489,1.2227,1.1457,1.2091
1.0791,1.1528,1.2421,1.0968,1.2268
1.1036,1.1576,1.2513,1.0458,1.2459
1.1221,1.1662,1.2454,0.99508,1.2647
1.1352,1.1803,1.2239,0.9463,1.2805
1.1437,1.2001,1.1893,0.90042,1.2897
1.1489,1.2227,1.1457,0.85778,1.2882
1.1528,1.2421,1.0968,0.81809,1.2727
1.1576,1.2513,1.0458,0.78043,1.2422
1.1662,1.2454,0.99508,0.74352,1.199
1.1803,1.2239,0.9463,0.70619,1.1474
1.2001,1.1893,0.90042,0.66809,1.0917
1.2227,1.1457,0.85778,0.62991,1.035
1.2421,1.0968,0.81809,0.59323,0.97939
1.2513,1.0458,0.78043,0.56,0.92583
1.2454,0.99508,0.74352,0.53239,0.87462
1.2239,0.9463,0.70619,0.5128,0.82552
1.1893,0.90042,0.66809,0.50408,0.77815
1.1457,0.85778,0.62991,0.50932,0.73213
1.0968,0.81809,0.59323,0.53111,0.68733
1.0458,0.78043,0.56,0.57004,0.64392
0.99508,0.74352,0.53239,0.62362,0.60234
0.9463,0.70619,0.5128,0.68667,0.56324
0.90042,0.66809,0.50408,0.75313,0.52751
0.85778,0.62991,0.50932,0.81786,0.49635
0.81809,0.59323,0.53111,0.87737,0.47147
0.78043,0.56,0.57004,0.92956,0.45524
0.74352,0.53239,0.62362,0.97323,0.45087
0.70619,0.5128,0.68667,1.0078,0.46199
0.66809,0.50408,0.75313,1.0331,0.49146
0.62991,0.50932,0.81786,1.0496,0.53941
0.59323,0.53111,0.87737,1.0582,0.60208
0.56,0.57004,0.92956,1.0606,0.67275
0.53239,0.62362,0.97323,1.0584,0.74419
0.5128,0.68667,1.0078,1.054,0.81067
0.50408,0.75313,1.0331,1.0499,0.86855
0.50932,0.81786,1.0496,1.0491,0.91602
0.53111,0.87737,1.0582,1.0543,0.95261
0.57004,0.92956,1.0606,1.0677,0.97868
0.62362,0.97323,1.0584,1.09,0.99515
0.68667,1.0078,1.054,1.1189,1.0032
0.75313,1.0331,1.0499,1.1496,1.0043
0.81786,1.0496,1.0491,1.1745,1.0002
0.87737,1.0582,1.0543,1.1872,0.99266
0.92956,1.0606,1.0677,1.1849,0.9841
0.97323,1.0584,1.09,1.1692,0.97726
1.0078,1.054,1.1189,1.1439,0.97526
1.0331,1.0499,1.1496,1.1135,0.98114
1.0496,1.0491,1.1745,1.0815,0.99705
1.0582,1.0543,1.1872,1.0508,1.0233
1.0606,1.0677,1.1849,1.0233,1.0574
1.0584,1.09,1.1692,0.99975,1.0937
1.054,1.1189,1.1439,0.98012,1.1248
1.0499,1.1496,1.1135,0.96324,1.1449
1.0491,1.1745,1.0815,0.94697,1.1524
1.0543,1.1872,1.0508,0.9285,1.1492
1.0677,1.1849,1.0233,0.90502,1.139
1.09,1.1692,0.99975,0.87485,1.1255
1.1189,1.1439,0.98012,0.83837,1.1119
1.1496,1.1135,0.96324,0.79805,1.1004
1.1745,1.0815,0.94697,0.75738,1.0925
1.1872,1.0508,0.9285,0.71979,1.0884
1.1849,1.0233,0.90502,0.68818,1.0876
1.1692,0.99975,0.87485,0.66496,1.0884
1.1439,0.98012,0.83837,0.65196,1.0882
1.1135,0.96324,0.79805,0.65022,1.0835
1.0815,0.94697,0.75738,0.65969,1.0709
1.0508,0.9285,0.71979,0.67912,1.0474
1.0233,0.90502,0.68818,0.70635,1.013
0.99975,0.87485,0.66496,0.73898,0.97063
0.98012,0.83837,0.65196,0.77501,0.92491
0.96324,0.79805,0.65022,0.81322,0.88016
0.94697,0.75738,0.65969,0.8533,0.83947
0.9285,0.71979,0.67912,0.89551,0.80474
0.90502,0.68818,0.70635,0.93987,0.77684
0.87485,0.66496,0.73898,0.98514,0.75571
0.83837,0.65196,0.77501,1.0286,0.74052
0.79805,0.65022,0.81322,1.0674,0.72987
0.75738,0.65969,0.8533,1.0994,0.72212
0.71979,0.67912,0.89551,1.1243,0.71579
0.68818,0.70635,0.93987,1.143,0.70995
0.66496,0.73898,0.98514,1.1573,0.70452
0.65196,0.77501,1.0286,1.1692,0.70052
0.65022,0.81322,1.0674,1.1809,0.70013
0.65969,0.8533,1.0994,1.1938,0.70674
0.67912,0.89551,1.1243,1.2091,0.72418
0.70635,0.93987,1.143,1.2268,0.75502
0.73898,0.98514,1.1573,1.2459,0.79841
0.77501,1.0286,1.1692,1.2647,0.84981
0.81322,1.0674,1.1809,1.2805,0.90341
0.8533,1.0994,1.1938,1.2897,0.95462
0.89551,1.1243,1.2091,1.2882,1.001
0.93987,1.143,1.2268,1.2727,1.0419
0.98514,1.1573,1.2459,1.2422,1.0775
1.0286,1.1692,1.2647,1.199,1.1086
1.0674,1.1809,1.2805,1.1474,1.1357
1.0994,1.1938,1.2897,1.0917,1.1595
1.1243,1.2091,1.2882,1.035,1.1803
1.143,1.2268,1.2727,0.97939,1.1984
1.1573,1.2459,1.2422,0.92583,1.2142
1.1692,1.2647,1.199,0.87462,1.2282
1.1809,1.2805,1.1474,0.82552,1.2414
1.1938,1.2897,1.0917,0.77815,1.2549
1.2091,1.2882,1.035,0.73213,1.2698
1.2268,1.2727,0.97939,0.68733,1.2859
1.2459,1.2422,0.92583,0.64392,1.3001
1.2647,1.199,0.87462,0.60234,1.3066
1.2805,1.1474,0.82552,0.56324,1.2999
1.2897,1.0917,0.77815,0.52751,1.2776
1.2882,1.035,0.73213,0.49635,1.2411
1.2727,0.97939,0.68733,0.47147,1.1938
1.2422,0.92583,0.64392,0.45524,1.1396
1.199,0.87462,0.60234,0.45087,1.0815
1.1474,0.82552,0.56324,0.46199,1.0219
1.0917,0.77815,0.52751,0.49146,0.96243
1.035,0.73213,0.49635,0.53941,0.90437
0.97939,0.68733,0.47147,0.60208,0.84846
0.92583,0.64392,0.45524,0.67275,0.79519
0.87462,0.60234,0.45087,0.74419,0.74473
0.82552,0.56324,0.46199,0.81067,0.69701
0.77815,0.52751,0.49146,0.86855,0.6518
0.73213,0.49635,0.53941,0.91602,0.60886
0.68733,0.47147,0.60208,0.95261,0.56822
0.64392,0.45524,0.67275,0.97868,0.53036
0.60234,0.45087,0.74419,0.99515,0.49623
0.56324,0.46199,0.81067,1.0032,0.46715
0.52751,0.49146,0.86855,1.0043,0.4449
0.49635,0.53941,0.91602,1.0002,0.4319
0.47147,0.60208,0.95261,0.99266,0.43145
0.45524,0.67275,0.97868,0.9841,0.44737
0.45087,0.74419,0.99515,0.97726,0.48268
0.46199,0.81067,1.0032,0.97526,0.53721
0.49146,0.86855,1.0043,0.98114,0.60597
0.53941,0.91602,1.0002,0.99705,0.68061
0.60208,0.95261,0.99266,1.0233,0.75294
0.67275,0.97868,0.9841,1.0574,0.81734
0.74419,0.99515,0.97726,1.0937,0.87102
0.81067,1.0032,0.97526,1.1248,0.91321
0.86855,1.0043,0.98114,1.1449,0.94424
0.91602,1.0002,0.99705,1.1524,0.965
0.95261,0.99266,1.0233,1.1492,0.97663
0.97868,0.9841,1.0574,1.139,0.9805
0.99515,0.97726,1.0937,1.1255,0.97812
1.0032,0.97526,1.1248,1.1119,0.97122
1.0043,0.98114,1.1449,1.1004,0.96179
1.0002,0.99705,1.1524,1.0925,0.95217
0.99266,1.0233,1.1492,1.0884,0.94523
0.9841,1.0574,1.139,1.0876,0.94417
